Nhục ,1
Như Ý a chồng tỉnh nhất năm,0
Như ứt í :< ,0
như trâu điên ó ,1
Như Ngọc :),0
Như lozzz thanh tâm oiwi,1
Như lồnnnn,1
Như lồn =)),1
Như lồn,1
Như lìn,0
như l như c,1
như l :))),1
Như dái tao,1
như cứt,1
Như concac :((((,1
Như con điên,1
Như cc á,1
như cái lồn,1
Như cái đầu buồi,1
Như c,1
Nhonnnn;))?,0
Nhon người tình của tui,0
"Nhóm tâm lý - pháp lý Tổ Kén Lần này em chơi luôn chung tay đưa truyền thông trash Theanh28 ra trước pháp luật luôn cho nhanh
Em nhịn tụi Theanh từ lúc nó đăng tin nhảm với chửi anh Tùng cũng lâu rồi Ad ạ 😌",0
Nhỏ trên đt xàm lông ghê :3,0
Nhờ Tâm mà app full 1* luôn. Hay quá à hay quá à 🥺,0
nhỏ rồi rồi xong bay mẹ 300k,0
Nhỏ này Sinh năm 2000 hả bằng tuổi e gái anh,0
nho cccc,1
Nhìu lúc cũng nghỉ lạ ... Viên thuốc nhỏ xíu thì uống ói lên ói xuống,0
"Nhìnn tâm mũi trâu, mỏ méo xem như lzoz, xem Bo còn zui hơn",1
Nhìn tỉnh ngủ luôn,0
Nhìn thẳng mặt vô camera đi pàaaaa,0
Nhìn thái đổ bả tương đẹp mặt lắm hay sao mà nc như đúng r,0
Nhìn sợ quá,0
nhìn như cđ khùng l ,1
nhìn như cái dồi lợn  bày đặt live stream cc,1
Nhìn muốn vả cho rớt cái mỏ dẹo,0
nhìn mấy đứa đánh đấm mà thấy ghét cứ nói thế phải hay hơn ko văn minh dữ,1
Nhìn mặt thấy cưng..cảm ơn Ba Mẹ Bn Đã Cho Bn Đc Như Bây Giờ..,0
nhìn mặt ik gan con hoài thương lớp t,0
Nhìn kỹ còn này xấu vãi cức mn ơi,1
Nhìn hàm răng vẩu của tâm thấy tương lai ck của tâm sẽ không tốn tiền thuê người nạo dừa,0
Nhìn hàm răng như muốn bổ vào mặt người đối diện mũi cũng to vl cơ,1
Nhìn giống con trâu quá,1
Nhìn cưng muốn xỉu,0
Nhìn con quỹ này tởm kinh thật,1
Nhìn con đĩ già thấy gớm.,1
Nhìn chính diện đ,0
Nhìn chị như kiểu muôn bổ vô cái đth ghê z :((,0
Nhìn chị giống Trần Đức Bo quá,0
Nhìn chị giống Trần Đức Bo quá,0
nhìn chị giống thơ nguyễn quá:>>,0
Nhìn chị giống chị trần thanh tâm quá,0
Nhìn chị cười mà em gớt nước mắt :(,0
Nhìn chị cũng xinh mà cả nhà,0
nhìn chẳng ưa tí nào 😒,0
Nhìn cái mũi khó chịu quá,1
Nhìn cái mặt của cô con dợ thấy ghét dễ sợ. Mặt gì ko có hậu một chút nào cả...,0
Nhìn cái lỗ mũi hết muốn ăn thịt trâu,1
Nhin cai ban mat chang ra gi .ma con len tieng nua vay ma k biet nhuc,0
Nhìn Bẩn vđ ,1
Nhìn bạn í cũng dễ thương mà mọi người .,0
nhìn bà này giả vờ cuye thấy gớm qué,0
Nhìn bà mà tui thấy mỏi cổ dùm,0
nhím xù lông mò ,0
Nhím Minh thôi em đi ngủ sớm trước khi máu dồn lên não,1
Nhiều người add . t cừi t ỉa..,1
nhiều lắm hở,0
Nhây thế,0
Nhảy i chỵ,0
nháy đi để bố mày chửi,0
Nhạt??,0
Nhat Vy nhìn cứ trẩu trẩu sao á ba,0
Nhat Vy,0
Nhạt vl,1
Nhạt vcl,1
Nhạt thực sự :)),0
nhạt qá chị-)),0
Nhạt nhẽo,1
nhắn tin gạ chịch,1
Nhàn rỗi quá mà,0
Nhân Nguyễn Huỳnh Mỹ Bích vào giải trí :)) clck,0
Nhảm l,1
Nhảm l,1
Nhà riêng ah cj,0
Nha chi o dau vay,0
Nguyên Vương thôi thôi tui ko biết gì đâu ,0
Nguyên Vương hi ạ ,0
Nguyễn Vi  ,0
Nguyễn Văn Chiến ny bạn này,0
Nguyễn Thu Hà đọc thêm nè m,0
Nguyễn Thị Thúy Hằng coi chị iu live ,0
Nguyễn Thị Thanh NhiNhật ViNhy Nhy t thấy tụi m cũng phải thấy :( ,0
Nguyễn Thị Duyên Nguyễn Tường Vi Văn Thị Nguyên SinhTrần Thanh Thảo,0
Nguyễn Như BảoPhương BùiHoài An tau bị thấy nên bây cũng phải thấy,0
"Nguyễn Myann Hà Linh quá ác độc, mà lại là page lớn giới trẻ bảo sao ng trẻ bây h vô cảm đến thế",1
Nguyễn Luân Minh Thư,0
Nguyễn Kim Thoa app gì ảo thật,0
Nguyễn Kiến Phong t thấy m cx phải thấy,0
Nguyễn Kiến Phong t thấy m cx phải thấy,0
Nguyễn Kiến Phong,0
Nguyễn Khánh Thuý Nhung Hồng Kim Ngân Phương Mai xấu vl b ơi,1
Nguyễn Hương Giang,0
Nguyễn Hưng,0
Nguyễn Hồnganh,0
Nguyen Hoàng Thăng,0
Nguyễn Hoài Ngân,0
Nguyễn Dân An,0
"Nguyên Củ Tỏi mai về e ra hàng in in đơn tố cáo gửi các bộ, chứ như này khốn nạn éo chịu được chị ạ 😡",0
Nguyễn Chành Trung ,0
Người yêu t,0
Người ta rô nựng cu không à,1
"Người ta add quá chị hông thấy, chị nổi quá chị ơi ",0
Nguoi nhu zay bo,0
Người mong cầu hp người có lại chối từ.,0
Người đàn bà thế thì như bỏ,0
người đàn bà mà có gia đình không biết giữ Nên bỏ đi là đúng rồi đó anh ơi,0
nguoi chong cu xu tuyet voi,0
ngừi nổi tiếng á,0
Ngựa điệu,0
Ngu Vy Uchiha,0
Ngu thì chết bệnh tật lồn gì :)),1
Ngủ cmm,1
ngủ cl giờ này chời,1
Ngta nói giọng á má ơii,0
Ngta nhấn sẵn nút tắt kìa m.n😃😃😃,0
Ngta dô để kêu add th,0
Ngta bối gối,0
ngta bảo giọng giống gái chứ có nói tên giống gái đéo đâu,1
Ngon đấy ,0
Ngọc Quyên Minh Hường Hoàng Thị Thu Dung Thành Quang zô xem gái xinh nè,0
Ngọc Nhung,0
Ngọc Nguyễn còn nữa nhé =)),0
Ngọc Mai ăn dì xấu dữ tr,0
Ngọc Huyền ,0
Ngọc Anh ,0
Ngọc Anh kkk,0
Ngọc An mé tuk ,0
Ngoại tình mà còn ngẩn cao mặt nghênh ngang nc vs ck như thế nữa chứ,0
Ngoai tinh con noi chuyen kho nghe,0
Ngô Xuân Hòa,0
Ngô Minh Tâm,0
Ngo Khanh Huyen,0
Ngộ ha live rồi nch đt ,0
Ngờ Ân,0
nghĩ mình hài hước :)))),0
Nghĩ mình đẹp lắm hay gì,0
Nghỉ khoẻ,0
Nghẹn ngào khi đc nói chuyện với Tâm mũi to á,1
Nghe vậy nứt lỗ mũi rồi xạo lon ,1
Nghe trứng rán cần mỡ xách cl chạy 8 hướng,1
Nghe trai cái là nứng liền :))),1
Nghe thằng loz NC nổi cả da gà,1
Nghe nói chuyện mắc mệt,0
Nghe như mấy bác có vợ con á,0
Nghe nhỏ này nch nghe mệt lol dễ sợ ,0
Nghe ngứa đích qá chj ơi,0
Nghe ngứa đích qá chj ơi,0
Nghe ngứa đích qá chj ơi,0
Nghe ngứa đích qá chj ơi,0
Nghe ngứa đích qá chj ơi,0
Nghe ngứa đích qá chj ơi,0
Nghe ngứa đích qá chj ơi,0
Nghe ngứa đích qá chj ơi,0
Nghe ngứa đích qá chj ơi,0
Nghe ngta sinh năm 87 cái mặt khinh khinh zị má ,0
nghe mắc địch thiệt ,0
Nghe là biết xạo,0
Nghe giọng trai nó phải khác bọt ,0
Nghe giọng trai mừng vl,0
Nghe giọng ông kia giống lộc fuho vl =))),0
Nghe giọng giống con gái v,0
nghe giọng chắc k biết là nữ:))),0
Nghe giọng bạn Đại như kiểu miễn cưỡng ý nhỉ,0
"Nghe câu con vk bảo giết tao Đi mà mắc cười thật, giết bẩn tay rồi phải tu tội con cái ai nuôi, vô nhà nghỉ mà con thanh minh thanh nga k làm gì a chồng hay hơn canh lúc no lột đồ mà vô thì khỏi noi k lam j",0
Nghe buồn ị :((((,0
Nghe bớt dẹo á anh,0
nghe bọn trẻ trâu này nhức cả đầu :)),0
"Ngan Vang Tieu Tho
ui đồ khuyến mãi xài k tốn tiền thi đem ve nuoi di kkkk",0
Ngân Mỹ,0
ngậm mồm đi chị,1
Ngậm mỏ lại xem ,1
ngậm mẹ mồm vào chị ơi,1
Ngậm con cặc sướng muốn chết mà ói gì,1
"Nếu thương mẹ cha ,dòng họ thì đừng làm pn hư hỏng.ko lấy trai thì ck sao chửi được",0
Nếu đàng ông hoàn hảo thì phu nu ko bh lam v,0
Nể pha sử lý của anh ck ... Ko biết có part 2 như vụ e tên thật là thiên lý ko ta😝,0
Nể ong ck qa noi chuyen hay ghe,0
Nễ ổg ..chất ..,0
Nè Nhi bắp cừn bơ,0
"Nê anh thiet,mau ghen nói len ma van con binh tinh,bo di anh",0
Nể anh ck ... Thật ... Có bằng  chứng rỏ ràng khi ly hôn ra đi bà đó đéo có dc cc j đâu kể cả quyền nui con,1
Nê anh chồng  này  nhe,0
Nể a lắm . Thật sự rất đau !!! Chia buồn cùng a !!! ,0
Nể a ck gê. K cần đánh. Chửi v đủ thấm. Triệu like cho a ck.,0
Nể  bác Ck này quá...,0
Nch vô duyên tưởng mình duyên dáng,0
Nch nhạt quá điiii,0
Nch mệt z chòi,0
Nch làm như mình duyên dáng,0
Nch kiểu gì nghe mệt lol thật sự ,1
Nch bớt dẹo,0
Ncc,0
Nc vs trai Dẹo dữ mẹ,0
Nc vậy thôi dân mạng ném đá cũng banh chành cần j đánh,0
Nc ngu chết cdm,1
Nc khép miệng lại đc hong chị mình,1
Nay tóc xinh,0
nay nhìn cj cưng ghê,0
Nay nch dễ thương he,0
Nay mặt mộc thế,0
Này là bắt ghen văn minh ne. Con vo ngông ngôn cái mặt thấy ma ko ưa nổi. Gặp thang ck côn đồ no chém cho k trượt phát nào,0
nãy kêu share mà ,0
Nãy giờ không thấy gọi gái ,0
Này dàn xếp trước hả má ? Sao nãy giờ hông có anti gọi,0
Nay chị nói năng dịu dàng dễ thương thế:)))),0
Nạo dừa ko m=)),0
Nào có mướn người xoá cmt nhớ kiu t,0
năm nay tôi 20 tuổi rồi mà tôi chưa gặp cái trường hợp nào như cái trường hợp này,0
Nam đéo ra nam Bắc đéo ra Bắc mày nói 1 giọng cho đỡ dẹo đi con lolll,1
My Pham coi chưa,0
My Nguyễn gội đầu rồi vẫn xấu :)) quả giọng sợ lun,1
Mỹ Hạnh khi người đàn bà nội trợ giỏi nhất năm là đây,0
Muon nha nghi ma cj2 nguoi zay vo do lam gi troi   ba do tuong ck la nich 3t nen noi cau do ra,0
Mướn người nói cũng tốn mớ tiền Tâm haaa?,0
Muốn lấy cái búa đập dô mặt chị wa',1
Mừng ưuá nó tắt,0
Muix,0
Mũi xinh ghê,1
Mũi xấu quá,1
Mũi xấu chị ạ,1
Mũi vs răng đẹp quá choiiii:)),1
"Mũi vẫn thô thế, lên live k chỉnh đc à :)))",1
Mũi trâu đó em ,1
Mũi trâu à,1
"Mũi trâu , mỏ ngoắt ngoắt",1
Mũi trâu,1
Mũi to xấu quá,1
Mũi to vc,1
mũi to thee :V,1
Mũi to thế chị ,1
Mũi to thế,1
Mũi to thật ,1
Mũi to sao sao ấy,1
Mũi to răng hô mặt mâm : )) gương mặt xuất sắc :)),1
Mũi to như dậu heo,1
Mũi to ,1
Mũi to,1
Mũi tẹt răng hô vc,1
Mũi tẹt giống e á,1
Mũi tẹt,1
Mũi tâm to quá yêu tâm :)) ,1
Mũi sửa bị lỗi mng thông kảm,1
Mũi rõ to luôn,1
mũi Quang Thắng,1
Mũi như cái lồn trệch dưới mương,1
Mũi nhỏ quá,1
Mũi nhỏ á,1
"Mũi nhiều dầu với nhờn quá chị ơi, ib mua giấy thấm giầu sẵn tiện thấm luôn cái nhân cách đầy nhờn của chị hong ",1
Mũi nay đắp vữa à.  Thẳng thế,1
Mũi m nhìn ghê vcl,1
Mũi lợn,1
Mũi lệch hả c,1
Mũi kinh dị vl,1
Mũi hơi bự nha chị,1
Mũi ghê nhờ ,1
Mũi đỉnh thật,1
Mũi dị vo,1
Mũi dị vl ,1
Mũi đẹp wa',1
Mũi đẹp,1
Mũi chiếm nửa mặt,1
Mũi chị to như nắm đấm á,1
mũi chị t0 và Kout ghe^,1
mũi chị còn to hơn mắt em á,1
Mũi chị cao quá,1
Mũi chị bự như quả dưa hấu ghê á chị,1
Mũi chị bự như mũi bò,1
Mũi chị bự như dú bò á,1
Mũi chị bự hơn em luôn,1
Mũi cao quá nha chị <3,0
Mũi c to thế,1
Mũi c nhỏ quá ta,1
Mũi bị ốm hả chị :))?,1
mũi bẹt quá,1
Mũi,1
"Mụ vk nhục nhã quá đi, mặt dày thiệt, còn dám vác mặt về nhà ck để lấy đồ, ông ck này hiền nè, gặp tui là tui đánh cho lòi lồn ra, làm đĩ rẻ tiền mà không biết nhục. Làm xấu hổ phụ nữ quá, nứng lồn dử lắm hả,ngậm bú cu ck không bằng bú cu thằng bồ sao.",1
Mu trần đẹp hơn ,0
Mụ Pưởi,0
Mot pha xử lý rất đáng nể của anh ck,0
Một pha xử lý đẹp con vợ ngủ với trai bỏ mẹ nó đi đồ loại đàn bà dâm tac,1
"Một người phụ nữ ngu , ck lo đầy đủ ko thấy , mê những lời nhắn tin qua lại . Cuối cùng ai sẽ chấp nhận người hư thân mất nết ko liên sĩ như vậy nữa . Hy vọng a chồng luôn mai mắn và thành công hơn trong cuộc sống ",1
Một cái page rác rưởi như theanh28 nên sớm biến mất,1
một bộ phim rất hãm lồn!,1
Mong đc c đọc tên em ạ,0
Mong chị ko bị chửi nữa ,0
Mong chị ế cho e ăn,0
Mong 1 lần cj gọi tên,0
Mong 1 lần chị gọi tên em mãi yêu chị với tư cách anti chính hiệu,0
Mồm để bú cuuuuu,0
Mới zô,0
Mới xem clip này hôm qua. Hôm nay mình cũng bị y như vậy.,0
Mới vô,0
Mới vào á:)),0
Mọi người lên tải về xong đánh giá 1 sao với hastag #TCTTT đi luv,0
mọi người khg nên phá hạnh phúc gia dh người khac phu nu khg bi ăn doan la may mắn,0
Mọi ng đừnng nói n lời xúc phạm chị tâm nha m cảm ơn nhiều,0
Mỗi lần tâm cười t sợ tâm nạo trúng t ,0
Mới 9h thôi Khuya đéo gì :3,1
Mới 5 rưỡi???,0
mọc đầy đầu. Vl vk với con,0
Moa moa,0
Móa con này nhìn hảm thật bỏ mẹ nó là quá tốt rồi đại ca.chúc đại ca gặp nhiều may mắn hơn con phò này,1
Moa,0
Mỏ như mỏ lồn vậy á,1
Mỏ hô quá,1
Mờ,0
Mn chửi nhiều thế bả nói chuyện đt có trl đc đâu mà chửi cố vô vậy,0
Ml ,1
Mk học nghành trứng rán nha mn ơi :)),0
Mình thua cậu,0
Mình thấy cũng xinh mà mn :)),0
Mình thấy bth mà sao nói ngta hoài vậy ? :vv ,0
Mình tên Tôn Lầm nha :))),1
Mình o cần nói nhiều tự  con Dan bà kia sâu hổ thôi,0
Minh Ngọc làm dơ bẩn truyền thông...,1
"Mình nghĩ mọi người cần tìm người hoặc có những mối quan hệ với những tricker facebook thì sẽ hiệu quả hơn đối với thể loại như theanh28, nó có sống lại thì rip page nó cho lẹ, chơi với thứ tiểu nhân thì nên dùng cách đặc biệt.
Report thì nó khóa page, đợi im im lại mở lên y cũ, tố cáo xong nó và đồng bọn nó cũng sẽ lại hồi sinh như nấm sau mưa thôi, hơn nữa các bạn làm 1 lần 2 lần, 3 4 5 lần chứ nó hồi sinh 10 lần rồi có còn làm tiếp đến mãi mãi được đâu. Nói chung mình chung tay góp phần, nhưng mình chẳng có chút hy vọng gì cả. Tuy vậy mình vẫn làm thôi, may the world become a bit less shitty without them",0
Minh Lý,0
Mình đang chờ ng gọi là anti :)),0
Minh da sai ma con ly luan.chong che nus,0
Minh Chiến chán,0
Minh Châu lai chym ik,0
Minh Anh ,0
Miệng thì lúc nào củng xinl mà tay thì xạo l,0
Metmoi,0
Mệt quá n làm gì cho nó theo người tình mời công an làm chứng ngoại tình r lidi k phân chia tài sản chung của vợ n ok liền,0
Mệt nhenn,0
Mệt ghét nghĩ xem,0
Mệt 2 bà chị ghê,0
Mèo méo meo mèo meo~~~,0
Mẹ xấu.còn a a e gi .cho mẹ lên thớt đi,1
Mé xạo xạo,0
Me no da theo trai con kênh  cai mặt,0
Mẹ mày ghi thế ng ta gọi mình đó :),1
Mé 2k t tưởng 90 ,0
Mày xạo lon,1
Mấy thg ko thích bớt comment đi,0
Mấy thành phần? Nch ớn,0
Mấy thành phần ??? Nói chuyện đàng hoàng vô đi chị gái,0
Mấy page Nghệ An cũng rác k kém,1
May ngu nhu bo vo may bi nguoi du  ma noi ko,1
mày nghu chế mẹ mày đi đồ điên,1
"Mày mua sh, mày mua iphone 11 xong rồi mày đi vác cám thấy mẹ mày luôn....cười ỉa",1
Mấy má bớt khịa lại đi ăn theo hoài,0
mày là ai vậy??,0
Mấy giờ rồi mấy bà? :v,0
May di an cuc divthang dien,1
May còn đứng noi dc hay đó,0
Mấy con điên đi chửi làm mẹ j ngta có care tụi m đéo đâu nhìn giống tự kỉ vl,1
Mấy cậu quá đáng,0
"Matlon theanh28 la liếm hết nghệ sĩ này đến nghệ sĩ khác,bịa đặt giựt tít câu like như cơm bữa.Page rác mà gần 5tr likes thì cũng thua,như kiểu hack ấy nhờ?",1
mặt xấu quá z ,0
Mắt to thế,1
Mặt tâm dày cỡ 70lớpbeton,0
Mặt tâm bóng nhờ ,0
Mặt sưng vậy chị ,0
Mặt sát màn hình nhìn sợ quá,0
mát quá,0
Mặt như Mặt lồn,1
MẶT NHƯ LỒN VẬY :),1
Mặt như lồn ;))),1
Mặt như đb,0
Mặt như cái nồn mà tưởng đẹp lắm ,0
Mặt như cái lol tao,1
mất ngủ,0
Mất nết,1
Mặt lồn,1
Mặt là mặt vk of anh. Nhưng cái lol là lol của xã hội :3,1
mát là cl j z chời,1
Mặt hơi to,0
Mặt hết sưng chưa cj,0
Mặt dày hơn mặt đường buồn cl tao nè,1
Mặt dầu kh tâm ơi. Thấm dầu đê,0
Mặt cute màk,0
"Mắt chị to nè . Mồm chị to nè. Mũi chị to nè
=> ra cái mặt con đỹ lon Trần Thanh Tâm nè 
Nhân cách như dẻ rách. Đụ má",1
Mặt chị hết xưng ch ạ,0
Mặt bự vậy,1
mặt bự mũi trâu ?,0
Mặt bả kiểu kh muốn nch lun kkk,0
Mất anh ck này thì hối hận 1 đời nha má,0
Mạng em yếu lắm,0
Mai'ss Anh'ss hot nhất ngày nay,0
Mai sau chị làm bác sĩ,0
Mai Phương Anh quỷ đột lốt page bẩn Nguyễn Quỳnh Trang,1
Mai Nguyen Ngoc Vinh Daukhac Minh Nguyen,0
"Mai lớp con có bài kiểm tra 1 tiết là bài trao duyên , chí khí anh hùng , phân tích Ngô tử văn và bình ngô đại cáo . Mong chị chỉ đề tủ ạ ",0
mai lạnh lắm mn nhớ mặc áo bông nha,0
Mai có live nx ko chị,0
Mãi anti,0
Mãi anti chị Tâm nhớ ,0
mãi anti chị nha ,0
Mãi anti,0
Mạch Hoàng nè em,0
Mắc mệt ghê,0
Mắc mệt ạ,0
Mắc gì phải fl????,0
mắc gì cho??,0
mắc cười vl:)),1
Mắc cười gheeeeeeee!!!,0
Má... nổi da gà,1
"Má, đứng đó nói hay thật",0
Má t nghee giọng traii còn nứng nữa huống chii chị tâm,1
má răng hô vlz,1
Má ông ck bắt ghen hiền nhất hệ mặt trời... Gặp tao con đó nát mặt òi...,0
Má ơi coi mà tức giùm,0
Má ơi bớt nói lại đi,0
Má nhìn cặp mắt đáng sợ ,0
Má mắc cười gần chớt ,0
Má m làm sẳn 7749 cái acc.r nè cho m ngồi block lòi cl,0
Mà ko đc cj add,0
Má ỉa luôn,1
má đứng tuổi thì sao?,0
Má cười địch,0
Má con đỉ,1
Má chào nảy giờ muốn nát bàn phím mà đéo chào lại,1
M thích te te hog ?,0
M khác t . M mũi trâu còn t mũi người á tâm  nói giống là t tứk ák,1
M chúc chắc tối t ngủ giật giật quá :),0
M bị điên ak,1
Lz vũ quách,1
Ly Lưu đọc coi có tức ko??,0
Ly di con do luon di a oi,0
Lươn lẹo :),0
Lười :))!,0
Lúc nảy m vừa bảo m cx đag ở ngoài đường cơ mà não cá vàng thế,0
"lừa đấy, không được add đâu",0
Lừa á,0
Lũ này nói chi cho dơ cái miệng,0
lũ md như vậy mà để bọn trẻ học theo thì xh thành cái gì..cam ơn ad Tổ Kén ,1
Lú luôn ,0
Lông mày c nghành thế ạ :)),0
Lồn to quá,1
Lớn rồi mà còn nói dối. Đang trong nhà kêu ngoài đường. Làm như cha kia ko xem livestream mà ko biết chị ở nhà :)))) liu liu lớn rồi mà còn xạo chó,1
Lớn hơn nhiều rồi mà còn hỏi đi làm hay học,0
Lồn chị chắc thâm hơn màu đên nhỉ,1
Lồn cha anh,1
Lol me mầy tâm,1
Lol me mầy,1
Lol me mầy,1
Lol me mầy,1
Lol câm mẹ đi,1
"Lợi Trần cno là súc vật r, chứ con người nào ác v",1
Lổi người đàn bà như vậy bỏ đi đàn bà lấy trai ngoại tình thì bỏ nó ra khỏi xã hội đánh nó một chặng cho nó biết đàn bà khôn nạn,1
Lôi,0
Lộc fuho à,0
Loạn hết rồi,0
Loại xúc vật học cho nó chết từ từ,1
Loại vợ này bỏ sớm đi anh.. Ở ngoài kia còn nhiều phụ nữ đang chờ anh đấy,0
Loại vợ này bỏ đi ah .kg có ngày nó giết luôn ck ấy.đã xấu rồi còn ngông .,0
Loai phu nữ đấy nói nhiều nó cũng o hiểu đâu nó hiểu a nói gì thì đã o đi cứ bỏ vào cũi là song,0
Loại này vứt ngay.,1
Loai nay ve o chung lam gi nua.co ra toa ly hon.con nay thua .kg duoc nuoi con .kg duoc chia tai san.,0
"Loại này chơi wa đường có ng còn k thèm chứ cập nó thì xớm muộn củng như anh ck,ck con nó bỏ đc cập bồ nó bỏ tốt,100 trái ớt sai nhiển nhét vô lổ nào sâu nhất ok thế xong",1
Loại mẹ đó không mà đòi nuôi con làm như thế tội cho con sau này lớn lên không dám tự hào về mẹ mình,1
Loại đó bỏ là vừa,1
Loại đàng bà trơ trẽn .lăn loàn nói nhiều cho mệt .thứ đó cho nó đi luôn .đem về mang nhục mai mốt nó cũng thế thôi,1
Loại đàn bà trơ trẽn hèn hạ sẽ không có kết cục tốt. Tội nghiệp người chồng quá tốt.,0
Loại đàn bà thúi...,1
Loại đàn bà sướng không biết hưởng tao đây Một thân một mình đi làm hồ nuôi con đây tao chỉ cần một nửa của mày thôi mà cũng không được loại này cứ cho ra đường mà tự kiếm sống thì mới biết cực khổ là như thế nào,0
Loai Đan ba nhu vay bo đi noi gi cho met anh oi,0
Loại đàn bà này vứt ngay và liền luôn.đi voi trai mà còn trơ trẻn kiểu đó.sai mà còn đứng cải.dọng vô họng nó cái. K cho bước vô nhà dù chỉ 1 bước,0
loại đàn bà này thì không còn gì để nói. cứ cho nó ra đi một cách êm đẹp,1
Loại đàn bà này lấy kim lẹm bao lẹm cái lổ lại cho ht đi giông như mèo hoang chó dại ngoài đường,0
Loại đàn bà này bỏ đi là đúng,0
Loại đàn bà khố nạn  này bỏ đi cho nhẹ nợ anh ơi,0
Loai dan ba hu than mat net ko bt gi la dao li,0
loai đan ba đo bo đi cho nhanh anh.,0
Loại da bà do bo di,1
Loại cave bỏ me đi nói nhìu đọng họng,1
loại  đàn  bà  này  thì  bỏ  đi cho rảnh  nợ  .,0
Lô Na Esmie Unagi còn nhiều vụ khác nữa,0
Lỗ mũi to quá hít hết không khí của ng khác rồi,1
Lỗ mũi to gần bằng lỗ mũi trâu ạ ! =)),1
Lo lo cc :)) ,1
lô concac,1
Lô con cặc ,1
Lô cc,1
Lô cái lôn,1
lô cac j z,1
Lỡ anh zai đếy coi lại thì ms bt đc m xaolon,1
Livestream rủ trai đi khách sạn đi chị,0
Live stream để sủa ngu nữa hay chi,1
live nói chiện xàm lồn chứ live gì,1
live nhanh chị ơi em còn học sử;) chị cứ bật lên em lại không kiềm chế được mà chửi đó,0
Live cái nch đt ngộ ghê,0
Lịt mọe,1
Linh Nhy dô coi đi nè,0
linh đang nghe và rất ngứa bím,0
Lilo,0
like ,0
li le lam j gap toi tat cho bah cai mo tra treo,0
Les,1
Le Thanhlam Le,0
Lê Minh Huệ,0
Lè lưỡi ? Như con card ngta,1
Le lưỡi,0
Lê Hồng Hà Thanh NhanPhan Ngoc DungNguyễn Phạm Ngọc MaiHải YếnPhương Giang,0
Lè clmm,1
Lay trai ma lm nhu tot dep o do cai tay doi,0
Lấy lòng hay á,0
"Lấy ck tài xế có nhiều vk
Ai ngờ con vk đi với nhiều thằng",0
Lavender Lavender t theo dõi vụ này từ qua đến h. Toàn là ăn cắp xong la làng,0
Lật lọng quá dợ má,0
Làm vợ như vậy ah kg cần nói bỏ đi có cái tín đồ rồi kg gặp người này cũng gặp người khác thôi,0
Làm vậy chi,0
Làm trứng rán cần mỡ đi chị,0
Lâm Thanh Lê,0
Làm ta vẻ dễ thương trông kinh vl :)),1
"Làm sao để gửi đơn kiện cái page rác rưởi này thế mn. Cảm thấy may mắn vì từ đó giờ mình chưa hề like page này và ko biết gì đến những bài viết bịa đặt rác rưởi của page này, nếu ko là dễ dàng bị dắt mũi mất rồi",1
"Làm pede đã khổ, làm trai thẳng gái thẳng còn khổ hơn, thôi đi làm pede tiếp :))",0
Làm ny em nha,0
Làm như nổi tiếng lắm hông bằng,0
Làm như nổi tiếng lắm ,0
Làm như người nổi tiếng của nước k bằng :)),0
Làm như mình nổi tiếng ai cũng muốn nch,0
Làm như ai cũg thích ko bằng,0
Làm người đừng làm phiền chồng mình ,0
làm Đi già mồm gặp thằng khác mày Tan mặt rồi đó Nha Con Đi,1
Làm cái thử thách nhìn chính diện camera đi bà,0
Lâm Bình Dô nè,0
"Làm bán lưng cho trời cuối cùng rồi cũng bị cái sừng to , thiệt cái tính mà đã có máu trai gái giờ ko đi đau hay ko chơi với ai bạn bè ! Thì cũng có ah đó cũng là một cái bệnh máu trai gái ! ",0
Lại là gương mặt theanh quen thuộc à? Tôi cũng không ưa page ấy lâu rồi :)),0
Lái hết lại ko cho một đồng nào hết cho biết cực khổ với người ta sướng quá nên hư đó mà,0
Lại diễn:))),0
Lại diễn nữa đó,0
Lại diễn nữa,0
Lại bo trần,0
"Lad Yule btw theanh 28 cùng 1 giuộc với 4x3y đấy, hỏi sao dơ dáy như nhau",0
Là..... ,0
là nó khiến đạo đức xã hội xuống cấp hay đạo đức xã hội xuống cấp mà tạo ra nó?,0
Ky di con do luon di a oi,0
Kute he mun,0
Kute,0
Ko thích thì đừng xem,0
Ko nhớ nha,0
Ko hiểu j hết á,0
ko hiểu cái bn cmt trong theanh28 và mấy thằng like hùa theo óc tôm hay là não chứa shit nữa :))) nên bỏ tù bn này rồi ngồi trong tù mà cười với nhau.,1
Ko buồn xem,0
"Ko bjk nhục Còn vểnh mỏ len nữa chứ , gặp thang ck khac la răng môi lẫn lộn rùi. Ông bồ sợ bị đánh nen ngồi im ru . Còn mẻ ko bjk điều còn cãi thấy ứa ghê ",0
ko biết nhục ma còn trả treo,0
Ko ai điện quê quá tự xóa app luôn,0
knh thế địt mẹ chị tâm sắp đi nâng bi cho anh kia rồi,1
Kìm nén cái hl của nhân cách lại nha tâm,0
Kim Ánh chị ơi trứng rán live nè,0
Kim Ánh,0
Kiểu như tự khen mk vậy,0
kiểu như là,0
Kì z ta ??,0
"Kì lắm ákk, ông Kì đi mỹ òi :))",0
khuya cl gi gio này z;),1
không tố cáo người đăng được nhỉ,0
Không thích vẫn vào xem??? Ngáo??,0
Không thích ó,0
Không sống được với thôi làm gì phải nói những lời ghê quá vậy,0
